0,n0,237,212,S
1,n1,-1,-1,D
2,n2,448,0,N
3,n3,696,604,S
4,n4,535,0,N
5,n5,424,0,N
6,n6,-1,-1,D
7,n7,389,0,N
8,n8,230,213,S
9,n9,368,0,N
10,n10,449,310,S
11,n11,204,0,N
12,n12,491,0,N
13,n13,227,0,N
14,n14,319,0,N
15,n15,-1,-1,D
16,n16,622,0,N
17,n17,547,0,N
18,n18,305,228,S
19,n19,507,0,N
20,n20,266,255,S
21,n21,552,0,N
22,n22,285,0,N
23,n23,312,254,S
24,n24,257,0,N
25,n25,695,0,N
26,n26,584,0,N
27,n27,639,0,N
28,n28,-1,-1,D
29,n29,631,0,N
30,n30,432,0,N
31,n31,422,296,S
32,n32,486,444,S
33,n33,-1,-1,D
34,n34,363,0,N
35,n35,325,0,N
36,n36,610,498,S
37,n37,350,293,S
38,n38,501,0,N
39,n39,503,0,N
40,n40,520,397,S
41,n41,-1,-1,D
42,n42,519,0,N
43,n43,635,0,N
44,n44,398,0,N
45,n45,215,210,S
46,n46,651,621,S
47,n47,204,0,N
48,n48,388,0,N
49,n49,-1,-1,D
50,n50,-1,-1,D
51,n51,546,0,N
52,n52,625,0,N
53,n53,649,507,S
54,n54,483,206,S
55,n55,278,0,N
56,n56,267,0,N
57,n57,671,333,S
58,n58,-1,-1,D
59,n59,653,0,N
60,n60,-1,-1,D
61,n61,582,365,S
62,n62,310,0,N
63,n63,630,0,N
64,n64,552,0,N
65,n65,368,0,N
66,n66,364,0,N
67,n67,417,409,S
68,n68,244,225,S
69,n69,374,0,N
70,n70,-1,-1,D
71,n71,-1,-1,D
72,n72,-1,-1,D
73,n73,505,347,S
74,n74,625,0,N
75,n75,-1,-1,D
76,n76,440,0,N
77,n77,282,243,S
78,n78,404,0,N
79,n79,-1,-1,D
80,n80,437,366,S
81,n81,-1,-1,D
82,n82,-1,-1,D
83,n83,679,0,N
84,n84,593,532,S
85,n85,210,0,N
86,n86,-1,-1,D
87,n87,459,361,S
88,n88,260,0,N
89,n89,-1,-1,D
90,n90,619,467,S
91,n91,371,0,N
92,n92,347,289,S
93,n93,553,312,S
94,n94,389,356,S
95,n95,325,0,N
96,n96,403,0,N
97,n97,391,0,N
98,n98,218,0,N
99,n99,644,0,N
100,n100,260,227,S
101,n101,-1,-1,D
102,n102,519,0,N
103,n103,209,206,S
104,n104,-1,-1,D
105,n105,-1,-1,D
106,n106,242,0,N
107,n107,-1,-1,D
108,n108,-1,-1,D
109,n109,329,0,N
110,n110,450,258,S
111,n111,639,262,S
112,n112,464,0,N
113,n113,560,0,N
114,n114,543,443,S
115,n115,511,424,S
116,n116,289,224,S
117,n117,370,0,N
118,n118,482,0,N
119,n119,218,204,S
120,n120,-1,-1,D
121,n121,-1,-1,D
122,n122,631,0,N
123,n123,343,0,N
124,n124,-1,-1,D
125,n125,694,457,S
126,n126,234,225,S
127,n127,249,0,N
128,n128,543,0,N
129,n129,601,599,S
130,n130,318,0,N
131,n131,670,0,N
132,n132,477,301,S
133,n133,404,263,S
134,n134,207,0,N
135,n135,388,0,N
136,n136,-1,-1,D
137,n137,684,0,N
138,n138,475,0,N
139,n139,469,0,N
140,n140,244,0,N
141,n141,-1,-1,D
142,n142,-1,-1,D
143,n143,551,0,N
144,n144,576,0,N
145,n145,546,389,S
146,n146,-1,-1,D
147,n147,-1,-1,D
148,n148,639,0,N
149,n149,515,396,S
150,n150,416,334,S
151,n151,209,0,N
152,n152,-1,-1,D
153,n153,510,437,S
154,n154,-1,-1,D
155,n155,-1,-1,D
156,n156,271,0,N
157,n157,-1,-1,D
158,n158,614,214,S
159,n159,419,405,S
