1,n1,200,100,S
2,n2,200,100,S
3,n3,200,100,S
4,n4,200,100,S
5,n5,25,0,N
6,n6,15,7,S
7,n7,15,8,S
8,n8,15,10,S
9,n9,15,8,S
10,n10,15,10,S
11,n11,15,8,S
12,n12,15,8,S
13,n13,15,0,N
14,n14,20,0,N
15,n15,30,0,N
16,n16,25,0,N
17,n17,20,0,N
18,n18,15,0,N
19,n19,15,0,N
20,n20,15,0,N
21,n21,15,0,N
22,n22,15,0,N
23,n23,15,0,N
24,n24,15,0,N
25,n25,50,10,S
26,n26,50,8,S
27,n27,50,8,S
28,n28,30,10,S
29,n29,20,8,S
30,n30,20,8,S
31,n31,25,8,S
32,n32,25,8,S
33,n33,15,0,N
34,n34,20,0,N
35,n35,20,0,N
36,n36,25,0,N
37,n37,20,0,N
38,n38,20,0,N
39,n39,20,0,N
40,n40,30,0,N
41,n41,15,0,N
42,n42,15,0,N
43,n43,30,0,N
44,n44,15,6,S
45,n45,30,6,S
46,n46,50,6,S
47,n47,50,6,S
48,n48,30,5,S
49,n49,20,6,S
50,n50,20,6,S
51,n51,20,6,S
52,n52,50,0,N
53,n53,15,0,N
54,n54,20,0,N
55,n55,20,0,N
56,n56,25,0,N
57,n57,20,0,N
58,n58,20,0,N
59,n59,20,0,N
60,n60,30,0,N
61,n61,30,0,N
62,n62,15,5,S
63,n63,15,5,S
64,n64,15,5,S
65,n65,30,0,N
66,n66,50,30,S
67,n67,50,30,S
68,n68,30,20,S
69,n69,30,20,S
70,n70,20,8,S
71,n71,20,8,S
72,n72,20,8,S
73,n73,50,0,N
74,n74,50,0,N
75,n75,20,0,N
76,n76,20,0,N
77,n77,25,0,N
78,n78,20,10,S
79,n79,20,0,N
80,n80,20,0,N
81,n81,30,0,N
82,n82,30,0,N
83,n83,15,0,N
84,n84,15,0,N
85,n85,15,0,N
86,n86,30,0,N
87,n87,50,0,N
88,n88,50,15,S
89,n89,35,10,S
90,n90,40,0,N
91,n91,15,0,N
92,n92,15,0,N
93,n93,10,10,S
94,n94,10,0,N
95,n95,10,0,N
96,n96,10,0,N
97,n97,30,0,N
98,n98,40,20,S
99,n99,20,0,N
100,n100,50,0,N
101,n101,0,0,N
102,n102,10,0,N
103,n103,15,0,N
104,n104,15,0,N
105,n105,30,0,N
106,n106,30,0,N
107,n107,-1,-1,D
108,n108,-1,-1,D
109,n109,-1,-1,D
110,n110,-1,-1,D
111,n111,-1,-1,D
