0,n0,515,0,N
1,n1,842,0,N
2,n2,894,0,N
3,n3,855,0,N
4,n4,869,0,N
5,n5,839,548,S
6,n6,805,0,N
7,n7,563,0,N
8,n8,777,0,N
9,n9,793,0,N
10,n10,756,0,N
11,n11,611,0,N
12,n12,740,555,S
13,n13,808,0,N
14,n14,821,748,S
15,n15,825,0,N
16,n16,703,0,N
17,n17,533,0,N
18,n18,690,0,N
19,n19,530,513,S
20,n20,512,0,N
21,n21,821,0,N
22,n22,845,0,N
23,n23,656,546,S
24,n24,535,0,N
25,n25,526,0,N
26,n26,703,0,N
27,n27,602,0,N
28,n28,760,0,N
29,n29,500,0,N
30,n30,646,0,N
31,n31,649,0,N
32,n32,523,0,N
33,n33,751,0,N
34,n34,793,0,N
35,n35,834,0,N
36,n36,635,0,N
37,n37,772,0,N
38,n38,844,630,S
39,n39,558,0,N
40,n40,870,0,N
41,n41,610,0,N
42,n42,608,0,N
43,n43,506,0,N
44,n44,664,0,N
45,n45,809,0,N
46,n46,544,505,S
47,n47,876,0,N
48,n48,540,0,N
49,n49,815,0,N
50,n50,609,0,N
51,n51,698,0,N
52,n52,885,0,N
53,n53,879,0,N
54,n54,728,0,N
55,n55,687,0,N
56,n56,838,0,N
57,n57,826,0,N
58,n58,623,0,N
59,n59,745,0,N
60,n60,684,0,N
61,n61,584,0,N
62,n62,675,0,N
63,n63,698,0,N
64,n64,898,0,N
65,n65,736,604,S
66,n66,803,0,N
67,n67,519,0,N
68,n68,722,0,N
69,n69,517,0,N
70,n70,506,0,N
71,n71,516,0,N
72,n72,514,0,N
73,n73,664,0,N
74,n74,682,0,N
75,n75,644,0,N
76,n76,796,0,N
77,n77,873,0,N
78,n78,617,587,S
79,n79,798,0,N
80,n80,800,0,N
81,n81,839,0,N
82,n82,687,0,N
83,n83,513,0,N
84,n84,618,0,N
85,n85,800,0,N
86,n86,701,0,N
87,n87,861,0,N
88,n88,753,0,N
89,n89,824,0,N
90,n90,716,0,N
91,n91,670,0,N
92,n92,660,0,N
93,n93,501,0,N
94,n94,896,0,N
95,n95,544,0,N
96,n96,696,0,N
97,n97,855,720,S
98,n98,889,0,N
99,n99,782,0,N
100,n100,735,0,N
101,n101,534,0,N
102,n102,575,0,N
103,n103,564,0,N
104,n104,900,0,N
105,n105,721,0,N
106,n106,640,0,N
107,n107,696,0,N
108,n108,574,0,N
109,n109,875,605,S
110,n110,886,0,N
111,n111,624,0,N
112,n112,625,0,N
113,n113,647,0,N
114,n114,703,0,N
115,n115,835,0,N
116,n116,876,0,N
117,n117,537,0,N
118,n118,860,0,N
119,n119,578,0,N
120,n120,716,0,N
121,n121,537,508,S
122,n122,632,0,N
123,n123,861,0,N
124,n124,759,0,N
125,n125,825,806,S
126,n126,743,0,N
127,n127,847,0,N
128,n128,600,545,S
129,n129,568,0,N
130,n130,570,0,N
131,n131,500,0,N
132,n132,638,0,N
133,n133,800,0,N
134,n134,639,0,N
135,n135,652,0,N
136,n136,782,699,S
137,n137,898,0,N
138,n138,897,0,N
139,n139,538,0,N
140,n140,587,0,N
141,n141,740,0,N
142,n142,692,0,N
143,n143,853,0,N
144,n144,520,0,N
145,n145,777,0,N
146,n146,782,0,N
147,n147,899,0,N
148,n148,615,0,N
149,n149,835,0,N
150,n150,807,0,N
151,n151,850,0,N
152,n152,764,0,N
153,n153,878,0,N
154,n154,664,0,N
155,n155,504,504,S
156,n156,528,0,N
157,n157,732,0,N
158,n158,735,0,N
159,n159,661,0,N
160,n160,588,0,N
161,n161,571,0,N
162,n162,744,0,N
163,n163,760,0,N
164,n164,640,0,N
165,n165,582,0,N
166,n166,601,0,N
167,n167,722,0,N
168,n168,894,0,N
169,n169,727,0,N
170,n170,685,0,N
171,n171,808,0,N
172,n172,520,500,S
173,n173,635,541,S
174,n174,739,0,N
175,n175,875,0,N
176,n176,706,0,N
177,n177,715,0,N
178,n178,881,0,N
179,n179,759,0,N
180,n180,600,591,S
181,n181,578,0,N
182,n182,738,0,N
183,n183,814,0,N
184,n184,532,0,N
185,n185,822,0,N
186,n186,709,0,N
187,n187,609,0,N
188,n188,801,773,S
189,n189,747,0,N
190,n190,526,0,N
191,n191,745,0,N
192,n192,882,0,N
193,n193,705,0,N
194,n194,569,0,N
195,n195,541,0,N
196,n196,657,0,N
197,n197,628,0,N
198,n198,535,0,N
199,n199,603,575,S
200,n200,779,0,N
201,n201,573,0,N
202,n202,541,519,S
203,n203,511,0,N
204,n204,582,0,N
205,n205,817,0,N
206,n206,698,0,N
207,n207,798,654,S
208,n208,797,0,N
209,n209,839,0,N
210,n210,829,628,S
211,n211,616,0,N
212,n212,867,0,N
213,n213,832,0,N
214,n214,569,0,N
215,n215,769,0,N
216,n216,751,0,N
217,n217,890,0,N
218,n218,744,0,N
219,n219,717,0,N
220,n220,713,516,S
221,n221,689,0,N
222,n222,651,0,N
223,n223,753,729,S
224,n224,570,0,N
225,n225,865,0,N
226,n226,724,507,S
227,n227,663,638,S
228,n228,647,0,N
229,n229,733,0,N
230,n230,712,557,S
231,n231,869,0,N
232,n232,745,0,N
233,n233,774,730,S
234,n234,604,0,N
235,n235,755,0,N
236,n236,590,0,N
237,n237,863,0,N
238,n238,859,0,N
239,n239,719,0,N
240,n240,795,593,S
241,n241,774,0,N
242,n242,805,0,N
243,n243,626,0,N
244,n244,734,0,N
245,n245,513,0,N
246,n246,775,0,N
247,n247,893,0,N
248,n248,560,0,N
249,n249,685,0,N
250,n250,666,0,N
251,n251,772,0,N
252,n252,591,0,N
253,n253,761,0,N
254,n254,639,0,N
255,n255,734,0,N
256,n256,719,0,N
257,n257,754,0,N
258,n258,674,0,N
259,n259,660,0,N
260,n260,674,551,S
261,n261,814,0,N
262,n262,890,0,N
263,n263,598,0,N
264,n264,585,0,N
265,n265,685,652,S
266,n266,772,0,N
267,n267,559,0,N
268,n268,634,617,S
269,n269,603,0,N
270,n270,624,0,N
271,n271,837,0,N
272,n272,764,0,N
273,n273,567,0,N
274,n274,631,0,N
275,n275,632,0,N
276,n276,528,0,N
277,n277,655,563,S
278,n278,592,0,N
279,n279,888,0,N
280,n280,827,0,N
281,n281,729,0,N
282,n282,666,0,N
283,n283,530,0,N
284,n284,559,0,N
285,n285,666,0,N
286,n286,607,0,N
287,n287,631,0,N
288,n288,786,0,N
289,n289,770,0,N
290,n290,616,0,N
291,n291,709,0,N
292,n292,552,0,N
293,n293,609,0,N
294,n294,871,0,N
295,n295,732,0,N
296,n296,553,0,N
297,n297,629,0,N
298,n298,746,0,N
299,n299,751,0,N
300,n300,828,0,N
301,n301,627,0,N
302,n302,589,0,N
303,n303,636,0,N
304,n304,625,0,N
305,n305,670,0,N
306,n306,873,0,N
307,n307,674,0,N
308,n308,708,0,N
309,n309,729,0,N
310,n310,854,0,N
311,n311,578,0,N
312,n312,678,0,N
313,n313,874,0,N
314,n314,536,531,S
315,n315,844,0,N
316,n316,706,654,S
317,n317,861,0,N
318,n318,758,0,N
319,n319,877,0,N
320,n320,587,0,N
321,n321,641,0,N
322,n322,898,0,N
323,n323,656,0,N
324,n324,776,0,N
325,n325,784,0,N
326,n326,743,0,N
327,n327,721,0,N
328,n328,825,0,N
329,n329,725,585,S
330,n330,632,0,N
331,n331,547,0,N
332,n332,813,0,N
333,n333,886,0,N
334,n334,815,0,N
335,n335,597,0,N
336,n336,630,0,N
337,n337,521,0,N
338,n338,716,0,N
339,n339,649,0,N
340,n340,537,0,N
341,n341,758,0,N
342,n342,685,0,N
343,n343,691,0,N
344,n344,848,0,N
345,n345,583,0,N
346,n346,604,0,N
347,n347,706,0,N
348,n348,817,620,S
349,n349,796,0,N
350,n350,702,0,N
351,n351,804,0,N
352,n352,793,0,N
353,n353,681,0,N
354,n354,800,0,N
387,n387,545,507,S
388,n388,739,0,N
389,n389,669,0,N
390,n390,545,0,N
391,n391,754,0,N
392,n392,610,0,N
393,n393,760,608,S
394,n394,552,0,N
395,n395,597,0,N
396,n396,661,0,N
397,n397,804,0,N
398,n398,643,0,N
399,n399,547,0,N
400,n400,836,0,N
401,n401,672,0,N
402,n402,559,0,N
403,n403,809,0,N
404,n404,697,0,N
405,n405,625,0,N
406,n406,725,0,N
407,n407,818,0,N
408,n408,793,0,N
409,n409,896,0,N
410,n410,630,0,N
411,n411,849,0,N
412,n412,542,0,N
413,n413,686,0,N
414,n414,742,0,N
415,n415,567,509,S
416,n416,871,0,N
417,n417,692,0,N
418,n418,695,629,S
419,n419,804,0,N
420,n420,556,0,N
421,n421,837,0,N
422,n422,814,0,N
423,n423,575,0,N
424,n424,507,0,N
425,n425,822,0,N
426,n426,817,0,N
427,n427,861,0,N
428,n428,635,0,N
429,n429,614,0,N
430,n430,515,0,N
431,n431,508,0,N
432,n432,873,0,N
433,n433,771,0,N
434,n434,743,0,N
435,n435,857,0,N
436,n436,753,0,N
437,n437,822,613,S
438,n438,538,0,N
439,n439,671,0,N
440,n440,507,0,N
441,n441,725,0,N
442,n442,766,621,S
443,n443,776,0,N
444,n444,692,0,N
445,n445,840,0,N
446,n446,880,0,N
447,n447,684,0,N
448,n448,622,0,N
449,n449,767,0,N
450,n450,719,0,N
451,n451,703,0,N
452,n452,508,0,N
453,n453,772,0,N
454,n454,689,0,N
455,n455,859,511,S
456,n456,578,0,N
457,n457,664,0,N
458,n458,768,0,N
459,n459,526,0,N
460,n460,804,0,N
461,n461,626,0,N
462,n462,750,0,N
463,n463,620,0,N
464,n464,543,0,N
465,n465,688,0,N
466,n466,766,0,N
467,n467,556,0,N
468,n468,780,0,N
469,n469,769,0,N
470,n470,738,0,N
471,n471,843,0,N
472,n472,658,0,N
473,n473,732,0,N
474,n474,809,0,N
475,n475,820,0,N
476,n476,893,0,N
477,n477,739,0,N
478,n478,637,0,N
479,n479,775,0,N
480,n480,760,0,N
481,n481,870,0,N
516,n516,861,0,N
517,n517,761,0,N
518,n518,671,0,N
519,n519,810,0,N
520,n520,663,0,N
521,n521,782,0,N
522,n522,733,0,N
523,n523,646,0,N
524,n524,774,0,N
525,n525,676,0,N
526,n526,856,0,N
527,n527,835,769,S
528,n528,861,0,N
529,n529,753,0,N
530,n530,575,0,N
531,n531,688,0,N
532,n532,867,0,N
533,n533,847,0,N
534,n534,658,0,N
535,n535,743,0,N
536,n536,552,0,N
537,n537,511,0,N
538,n538,696,557,S
539,n539,650,0,N
540,n540,633,0,N
541,n541,804,0,N
542,n542,599,0,N
543,n543,531,0,N
544,n544,528,0,N
545,n545,708,0,N
546,n546,687,0,N
547,n547,643,0,N
548,n548,544,0,N
549,n549,862,0,N
550,n550,737,0,N
551,n551,658,0,N
552,n552,766,0,N
553,n553,710,0,N
554,n554,896,758,S
555,n555,688,0,N
556,n556,648,0,N
557,n557,613,0,N
558,n558,640,502,S
559,n559,673,0,N
560,n560,614,0,N
561,n561,875,0,N
562,n562,807,0,N
563,n563,776,0,N
564,n564,820,0,N
565,n565,606,0,N
566,n566,631,0,N
567,n567,856,0,N
568,n568,853,0,N
569,n569,729,0,N
570,n570,595,539,S
571,n571,569,0,N
572,n572,684,0,N
573,n573,726,0,N
574,n574,659,657,S
575,n575,520,0,N
576,n576,677,601,S
577,n577,802,0,N
578,n578,753,0,N
579,n579,857,0,N
580,n580,512,0,N
581,n581,745,0,N
582,n582,778,0,N
583,n583,765,0,N
584,n584,583,0,N
585,n585,821,613,S
586,n586,894,0,N
587,n587,816,0,N
588,n588,857,0,N
589,n589,738,0,N
590,n590,662,0,N
591,n591,787,0,N
592,n592,738,0,N
593,n593,595,0,N
594,n594,584,0,N
595,n595,730,0,N
596,n596,672,0,N
597,n597,749,686,S
