0,n0,204,0,N
1,n1,738,0,N
2,n2,748,0,N
3,n3,205,0,N
4,n4,857,0,N
5,n5,754,0,N
6,n6,607,0,N
7,n7,869,0,N
8,n8,310,0,N
9,n9,942,0,N
10,n10,767,0,N
11,n11,231,0,N
12,n12,391,253,S
13,n13,350,0,N
14,n14,418,232,S
15,n15,813,0,N
16,n16,-1,-1,D
17,n17,848,0,N
18,n18,308,0,N
19,n19,721,0,N
20,n20,-1,-1,D
21,n21,790,0,N
22,n22,814,398,S
23,n23,516,0,N
24,n24,449,0,N
25,n25,387,234,S
26,n26,239,0,N
27,n27,-1,-1,D
28,n28,869,0,N
29,n29,408,303,S
30,n30,366,0,N
31,n31,695,225,S
32,n32,821,0,N
33,n33,435,0,N
34,n34,770,383,S
35,n35,905,426,S
36,n36,-1,-1,D
37,n37,474,0,N
38,n38,669,309,S
39,n39,652,0,N
40,n40,826,0,N
41,n41,344,0,N
42,n42,628,0,N
43,n43,842,0,N
44,n44,756,0,N
45,n45,982,0,N
46,n46,-1,-1,D
47,n47,689,0,N
48,n48,442,0,N
49,n49,559,0,N
50,n50,374,0,N
51,n51,393,215,S
52,n52,662,304,S
53,n53,349,0,N
54,n54,492,0,N
55,n55,928,0,N
56,n56,406,0,N
57,n57,399,286,S
58,n58,778,0,N
59,n59,520,0,N
60,n60,911,0,N
61,n61,503,343,S
62,n62,786,0,N
63,n63,878,0,N
64,n64,467,0,N
65,n65,498,271,S
66,n66,477,435,S
67,n67,384,0,N
68,n68,355,0,N
69,n69,796,0,N
70,n70,485,0,N
71,n71,325,0,N
72,n72,654,0,N
73,n73,726,0,N
74,n74,874,397,S
75,n75,715,0,N
76,n76,475,0,N
77,n77,-1,-1,D
78,n78,366,0,N
79,n79,690,0,N
80,n80,216,0,N
81,n81,274,0,N
82,n82,669,0,N
83,n83,-1,-1,D
84,n84,739,0,N
85,n85,630,449,S
86,n86,317,250,S
87,n87,398,0,N
88,n88,835,496,S
89,n89,416,380,S
90,n90,818,0,N
91,n91,456,345,S
92,n92,402,0,N
93,n93,888,773,S
94,n94,591,0,N
95,n95,455,0,N
96,n96,812,525,S
97,n97,264,0,N
98,n98,563,0,N
99,n99,490,0,N
100,n100,560,0,N
101,n101,242,204,S
102,n102,525,0,N
103,n103,868,0,N
104,n104,453,0,N
105,n105,888,0,N
106,n106,988,0,N
107,n107,247,0,N
108,n108,674,0,N
109,n109,-1,-1,D
110,n110,382,0,N
111,n111,895,0,N
112,n112,706,479,S
113,n113,752,0,N
114,n114,-1,-1,D
115,n115,942,0,N
116,n116,420,328,S
117,n117,341,0,N
118,n118,402,0,N
119,n119,622,360,S
120,n120,-1,-1,D
121,n121,456,0,N
122,n122,227,0,N
123,n123,791,0,N
124,n124,523,0,N
125,n125,406,254,S
126,n126,-1,-1,D
127,n127,742,480,S
128,n128,221,0,N
129,n129,613,0,N
130,n130,497,364,S
131,n131,861,0,N
132,n132,324,265,S
133,n133,933,0,N
134,n134,650,612,S
135,n135,635,0,N
136,n136,853,0,N
137,n137,-1,-1,D
138,n138,-1,-1,D
139,n139,928,0,N
140,n140,866,834,S
141,n141,833,0,N
142,n142,249,0,N
143,n143,356,0,N
144,n144,288,280,S
145,n145,606,434,S
146,n146,427,0,N
147,n147,508,0,N
148,n148,726,0,N
149,n149,-1,-1,D
150,n150,826,0,N
151,n151,722,669,S
152,n152,976,535,S
153,n153,279,0,N
154,n154,-1,-1,D
155,n155,735,0,N
156,n156,466,0,N
157,n157,555,0,N
158,n158,567,0,N
159,n159,306,0,N
160,n160,970,0,N
161,n161,870,0,N
162,n162,363,361,S
163,n163,975,0,N
164,n164,460,0,N
165,n165,521,0,N
166,n166,947,0,N
167,n167,856,0,N
168,n168,972,0,N
169,n169,589,0,N
170,n170,638,0,N
171,n171,920,890,S
172,n172,582,0,N
173,n173,379,284,S
174,n174,464,0,N
175,n175,671,0,N
176,n176,851,0,N
177,n177,343,0,N
178,n178,454,0,N
179,n179,881,729,S
180,n180,-1,-1,D
181,n181,666,0,N
182,n182,-1,-1,D
183,n183,895,0,N
184,n184,909,877,S
185,n185,284,0,N
186,n186,735,0,N
187,n187,440,0,N
188,n188,837,0,N
189,n189,208,208,S
190,n190,326,302,S
191,n191,891,0,N
192,n192,212,0,N
193,n193,844,0,N
194,n194,270,232,S
195,n195,960,0,N
196,n196,427,0,N
197,n197,384,0,N
198,n198,803,499,S
199,n199,613,266,S
200,n200,331,0,N
201,n201,623,0,N
202,n202,791,0,N
203,n203,570,461,S
204,n204,1000,0,N
205,n205,975,0,N
206,n206,996,0,N
207,n207,412,0,N
208,n208,464,0,N
209,n209,210,209,S
210,n210,459,0,N
211,n211,765,0,N
212,n212,521,0,N
213,n213,985,0,N
214,n214,-1,-1,D
215,n215,726,0,N
216,n216,865,825,S
217,n217,422,310,S
218,n218,715,437,S
219,n219,1000,0,N
220,n220,485,0,N
221,n221,486,0,N
222,n222,321,0,N
223,n223,462,255,S
224,n224,937,0,N
225,n225,552,510,S
226,n226,955,355,S
227,n227,621,0,N
228,n228,712,0,N
229,n229,483,371,S
230,n230,-1,-1,D
231,n231,997,0,N
232,n232,847,0,N
233,n233,602,0,N
234,n234,972,224,S
235,n235,425,0,N
236,n236,770,0,N
237,n237,-1,-1,D
238,n238,643,0,N
239,n239,763,0,N
240,n240,-1,-1,D
241,n241,248,238,S
242,n242,427,222,S
243,n243,856,0,N
244,n244,-1,-1,D
245,n245,419,0,N
246,n246,673,572,S
247,n247,981,411,S
248,n248,-1,-1,D
249,n249,-1,-1,D
250,n250,678,603,S
251,n251,509,219,S
252,n252,327,213,S
253,n253,586,0,N
254,n254,852,0,N
255,n255,924,0,N
256,n256,879,541,S
257,n257,848,0,N
258,n258,937,0,N
