0,e0,n1609,n1622,58.0,129
1,e1,n2471,n2479,30.0,76
2,e2,n2463,n2471,62.0,164
3,e3,n2443,n2448,20.0,150
4,e4,n1417,n1491,29.0,185
5,e5,n4961,n4962,16.0,109
6,e6,n3150,n3156,79.0,77
7,e7,n1629,n1633,11.0,84
8,e8,n2234,n2249,56.0,173
9,e9,n2159,n2162,38.0,91
10,e10,n2154,n2159,161.0,179
11,e11,n2148,n2150,16.0,155
12,e12,n1312,n1317,56.0,110
13,e13,n1692,n1700,76.0,193
14,e14,n293,n299,20.0,134
15,e15,n3806,n3807,20.0,180
16,e16,n3521,n3528,86.0,74
17,e17,n3515,n3521,105.0,190
18,e18,n3833,n3845,76.0,75
19,e19,n3857,n3874,82.0,189
20,e20,n3848,n3851,11.0,107
21,e21,n3833,n3848,83.0,142
22,e22,n472,n475,563.0,190
23,e23,n3202,n3203,6.0,156
24,e24,n0,n2,360.0,171
25,e25,n2,n5,138.0,103
26,e26,n5,n7,315.0,168
27,e27,n7,n11,488.0,139
28,e28,n11,n37,228.0,110
29,e29,n0,n1,96.0,166
30,e30,n1,n3,335.0,130
31,e31,n3,n4,64.0,110
32,e32,n4,n6,57.0,70
33,e33,n5679,n5681,26.0,157
34,e34,n2702,n2703,146.0,169
35,e35,n1671,n4959,55.0,110
36,e36,n4276,n4278,32.0,173
37,e37,n2462,n2473,71.0,131
38,e38,n5676,n5677,14.0,112
39,e39,n1261,n1266,6.0,82
40,e40,n126,n128,61.0,98
41,e41,n239,n270,350.0,187
42,e42,n238,n239,65.0,155
43,e43,n237,n238,359.0,194
44,e44,n236,n237,209.0,163
45,e45,n184,n236,333.0,167
46,e46,n129,n184,370.0,116
47,e47,n126,n129,103.0,115
48,e48,n125,n126,260.0,132
49,e49,n123,n125,229.0,72
50,e50,n121,n123,353.0,101
51,e51,n118,n121,365.0,78
52,e52,n118,n119,248.0,141
53,e53,n448,n469,96.0,136
54,e54,n379,n448,519.0,143
55,e55,n354,n355,559.0,122
56,e56,n355,n356,496.0,144
57,e57,n356,n357,437.0,112
58,e58,n357,n379,715.0,186
59,e59,n469,n590,516.0,193
60,e60,n138,n590,502.0,154
61,e61,n124,n138,545.0,124
62,e62,n120,n124,533.0,154
63,e63,n119,n120,108.0,108
64,e64,n119,n122,432.0,86
65,e65,n122,n127,527.0,96
66,e66,n127,n201,560.0,122
67,e67,n201,n480,418.0,130
68,e68,n477,n480,789.0,120
69,e69,n475,n477,533.0,116
70,e70,n472,n473,287.0,71
71,e71,n355,n375,1620.0,103
72,e72,n473,n474,246.0,166
73,e73,n474,n476,486.0,184
74,e74,n476,n478,546.0,83
75,e75,n478,n479,295.0,194
76,e76,n479,n491,215.0,115
77,e77,n491,n535,432.0,168
78,e78,n535,n591,500.0,197
79,e79,n270,n591,589.0,149
80,e80,n270,n309,129.0,133
81,e81,n309,n592,278.0,144
82,e82,n592,n593,375.0,160
83,e83,n593,n631,447.0,73
84,e84,n631,n710,373.0,107
85,e85,n710,n711,206.0,170
86,e86,n78,n828,1427.0,188
87,e87,n66,n78,280.0,124
88,e88,n66,n82,304.0,104
89,e89,n82,n713,500.0,128
90,e90,n711,n713,604.0,126
91,e91,n711,n712,419.0,190
92,e92,n712,n714,326.0,151
93,e93,n714,n731,309.0,141
94,e94,n731,n803,280.0,187
95,e95,n803,n831,346.0,129
96,e96,n829,n831,376.0,191
