0,e0,n0,n1,11.0,80
1,e1,n0,n6,30.0,20
2,e2,n1,n2,72.0,34
3,e3,n2,n3,62.0,78
4,e4,n3,n4,56.0,79
5,e5,n5,n6,31.0,63
6,e6,n5,n7,8.0,71
7,e7,n5,n8,61.0,78
8,e8,n7,n265,17.0,40
9,e9,n8,n298,27.0,28
10,e10,n9,n10,65.0,64
11,e11,n9,n36,94.0,44
12,e12,n9,n37,15.0,69
13,e13,n10,n11,67.0,34
14,e14,n11,n12,141.0,40
15,e15,n12,n13,82.0,72
16,e16,n13,n14,161.0,44
17,e17,n14,n15,46.0,54
18,e18,n15,n16,64.0,42
19,e19,n16,n17,134.0,59
20,e20,n17,n18,49.0,68
21,e21,n18,n19,72.0,43
22,e22,n19,n20,42.0,32
23,e23,n20,n21,58.0,62
24,e24,n21,n22,43.0,53
25,e25,n22,n23,60.0,60
26,e26,n23,n24,59.0,26
27,e27,n24,n25,59.0,60
28,e28,n25,n26,36.0,37
29,e29,n26,n27,53.0,55
30,e30,n27,n28,22.0,58
31,e31,n28,n29,129.0,66
32,e32,n29,n30,61.0,39
33,e33,n30,n31,41.0,56
34,e34,n32,n33,21.0,68
35,e35,n33,n34,185.0,25
36,e36,n34,n35,53.0,51
37,e37,n35,n36,304.0,40
38,e38,n37,n38,69.0,71
39,e39,n38,n39,149.0,75
40,e40,n39,n81,75.0,65
41,e41,n39,n352,60.0,22
42,e42,n40,n41,87.0,24
43,e43,n41,n42,144.0,71
44,e44,n42,n43,109.0,59
45,e45,n43,n44,127.0,42
46,e46,n44,n45,11.0,33
47,e47,n45,n46,105.0,34
48,e48,n46,n47,100.0,52
49,e49,n47,n48,41.0,71
50,e50,n48,n49,97.0,37
51,e51,n49,n50,50.0,43
52,e52,n50,n51,139.0,35
53,e53,n51,n52,44.0,40
54,e54,n52,n53,123.0,37
55,e55,n53,n54,72.0,58
56,e56,n54,n55,10.0,66
57,e57,n55,n56,45.0,78
58,e58,n56,n57,63.0,29
59,e59,n57,n58,113.0,30
60,e60,n58,n126,98.0,30
61,e61,n58,n435,68.0,31
62,e62,n59,n60,83.0,26
63,e63,n59,n253,30.0,32
64,e64,n59,n816,81.0,23
65,e65,n60,n61,158.0,24
66,e66,n61,n62,139.0,22
67,e67,n62,n63,63.0,79
68,e68,n63,n64,65.0,37
69,e69,n64,n65,77.0,68
70,e70,n65,n66,112.0,44
71,e71,n66,n67,107.0,32
72,e72,n67,n68,13.0,39
73,e73,n68,n69,28.0,58
74,e74,n69,n70,81.0,52
75,e75,n70,n71,68.0,28
76,e76,n71,n72,333.0,45
77,e77,n72,n73,79.0,27
78,e78,n73,n74,158.0,44
79,e79,n74,n75,6.0,58
80,e80,n75,n76,115.0,62
81,e81,n76,n77,94.0,45
82,e82,n77,n78,67.0,42
83,e83,n78,n79,30.0,52
84,e84,n79,n80,23.0,33
85,e85,n81,n82,35.0,59
86,e86,n82,n98,127.0,46
87,e87,n82,n339,68.0,40
88,e88,n83,n84,24.0,28
89,e89,n83,n141,162.0,72
90,e90,n83,n203,39.0,54
91,e91,n84,n85,94.0,34
92,e92,n85,n86,117.0,36
93,e93,n86,n87,94.0,22
94,e94,n87,n88,88.0,67
95,e95,n88,n89,50.0,25
96,e96,n89,n90,42.0,21
97,e97,n90,n91,31.0,51
98,e98,n91,n92,121.0,30
99,e99,n92,n93,84.0,60
100,e100,n93,n94,62.0,41
101,e101,n94,n95,104.0,31
102,e102,n95,n96,31.0,32
103,e103,n96,n97,59.0,74
104,e104,n97,n98,63.0,76
105,e105,n99,n100,33.0,59
106,e106,n99,n140,54.0,39
107,e107,n99,n844,156.0,68
108,e108,n100,n101,85.0,56
109,e109,n101,n102,63.0,21
110,e110,n102,n103,57.0,29
111,e111,n103,n104,62.0,78
112,e112,n104,n105,67.0,56
113,e113,n105,n106,65.0,34
114,e114,n106,n107,91.0,48
115,e115,n107,n108,110.0,24
116,e116,n108,n109,35.0,71
117,e117,n109,n110,134.0,61
118,e118,n110,n111,106.0,71
119,e119,n111,n112,81.0,25
120,e120,n112,n113,21.0,79
121,e121,n113,n114,24.0,50
122,e122,n114,n115,45.0,24
123,e123,n115,n116,42.0,61
124,e124,n116,n117,26.0,55
125,e125,n117,n118,56.0,59
126,e126,n118,n119,193.0,78
127,e127,n119,n120,21.0,36
128,e128,n120,n121,53.0,45
129,e129,n121,n122,27.0,23
130,e130,n122,n123,104.0,53
131,e131,n123,n124,59.0,80
132,e132,n124,n125,12.0,53
133,e133,n126,n127,66.0,62
134,e134,n127,n128,50.0,33
135,e135,n128,n129,69.0,24
136,e136,n129,n130,63.0,72
137,e137,n130,n131,57.0,59
138,e138,n131,n132,62.0,51
139,e139,n132,n133,65.0,37
140,e140,n133,n134,76.0,74
141,e141,n134,n135,112.0,31
142,e142,n135,n136,39.0,21
143,e143,n136,n137,70.0,80
144,e144,n137,n138,41.0,51
145,e145,n138,n139,23.0,58
146,e146,n139,n140,42.0,26
147,e147,n141,n142,73.0,65
148,e148,n142,n143,68.0,25
149,e149,n143,n144,99.0,25
150,e150,n144,n145,39.0,65
151,e151,n145,n146,123.0,49
152,e152,n146,n147,80.0,23
153,e153,n147,n148,71.0,45
154,e154,n148,n149,34.0,77
155,e155,n149,n150,44.0,70
156,e156,n150,n151,20.0,41
157,e157,n151,n152,79.0,22
158,e158,n152,n153,61.0,38
159,e159,n153,n154,49.0,49
160,e160,n154,n155,64.0,30
161,e161,n155,n156,100.0,46
162,e162,n156,n157,49.0,38
163,e163,n157,n158,28.0,68
164,e164,n158,n159,44.0,78
165,e165,n159,n160,17.0,77
166,e166,n160,n161,30.0,66
167,e167,n161,n162,21.0,68
168,e168,n162,n163,30.0,31
169,e169,n163,n164,48.0,46
170,e170,n164,n165,14.0,73
171,e171,n165,n166,18.0,74
172,e172,n166,n167,51.0,73
173,e173,n167,n168,44.0,21
174,e174,n168,n169,27.0,80
175,e175,n169,n170,31.0,71
176,e176,n170,n171,37.0,34
177,e177,n171,n172,32.0,39
178,e178,n172,n173,82.0,76
179,e179,n173,n174,55.0,63
180,e180,n174,n175,77.0,33
181,e181,n175,n176,36.0,35
182,e182,n176,n177,60.0,78
183,e183,n177,n178,44.0,45
184,e184,n178,n179,56.0,41
185,e185,n179,n180,27.0,79
186,e186,n180,n181,57.0,80
187,e187,n181,n182,6.0,70
188,e188,n182,n183,142.0,65
189,e189,n183,n184,28.0,34
